序号,汉字,"通用规范汉字表等级",数量,ASR等级
4412,恚,2,989,3
4413,埔,2,5899,2
4414,埕,2,116,3
4415,埘,2,66,3
4416,埙,2,454,3
4417,埚,2,188,3
4418,挹,2,147,3
4419,耆,2,874,3
4420,耄,2,531,2
4421,埒,2,36,3
4422,捋,2,2867,2.5
4423,贽,2,183,3
4424,垸,2,57,3
4425,捃,2,17,3
4426,盍,2,148,3
4427,荸,2,1956,3
4428,莆,2,6224,2
4429,莳,2,307,3
4430,莴,2,1894,2.5
4431,莪,2,815,3
4432,莠,2,2093,2
4433,莓,2,15167,2
4434,莜,2,468,3
4435,莅,2,450,2.5
4436,荼,2,4268,2
4437,莩,2,158,3
4438,荽,2,804,3
4439,莸,2,143,3
4440,荻,2,586,2.5
4441,莘,2,1530,2.5
4442,莎,2,20989,2
4443,莞,2,10117,2
4444,莨,2,379,3
4445,鸪,2,669,3
4446,莼,2,403,3
4447,栲,2,69,3
4448,栳,2,50,3
4449,郴,2,792,2.5
4450,桓,2,4636,2
4451,桡,2,610,2
4452,桎,2,839,3
4453,桢,2,1224,2.5
4454,桤,2,21,3
4455,梃,2,83,3
4456,栝,2,89,3
4457,桕,2,125,3
4458,桁,2,257,3
4459,桧,2,1296,2.5
4460,桅,2,765,2
4461,栟,2,19,3
4462,桉,2,789,3
4463,栩,2,1821,2.5
4464,逑,2,346,2
4465,逋,2,203,3
4466,彧,2,1776,3
4467,鬲,2,139,3
4468,豇,2,717,2
4469,酐,2,1515,3
4470,逦,2,207,3
4471,厝,2,739,3
4472,孬,2,541,2.5
4473,砝,2,1076,2.5
4474,砹,2,318,3
4475,砺,2,2421,2.5
4476,砧,2,1465,2
4477,砷,2,1601,2
4478,砟,2,268,3
4479,砼,2,877,3
4480,砥,2,1354,2.5
4481,砣,2,560,2
4482,剞,2,252,3
4483,砻,2,297,3
4484,轼,2,6913,2
4485,轾,2,51,3
4486,辂,2,67,3
4487,鸫,2,224,3
4488,趸,2,1531,2
4489,龀,2,137,3
4490,鸬,2,384,3
4491,虔,2,6347,2
4492,逍,2,10882,2
4493,眬,2,27,3
4494,唛,2,219,2
4495,晟,2,1308,2.5
4496,眩,2,9687,2
4497,眙,2,193,3
4498,哧,2,2449,2.5
4499,哽,2,1636,2.5
4500,唔,2,7817,3
4501,晁,2,1093,2.5
4502,晏,2,4757,2
4503,鸮,2,204,3
4504,趵,2,396,3
4505,趿,2,120,3
4506,畛,2,97,3
4507,蚨,2,296,3
4508,蚜,2,748,2
4509,蚍,2,283,3
4510,蚋,2,126,3
4511,蚬,2,380,3
4512,蚝,2,3315,2
4513,蚧,2,503,3
4514,唢,2,624,2.5
4515,圄,2,326,2
4516,唣,2,20,3
4517,唏,2,4499,2
4518,盎,2,3025,2
4519,唑,2,7445,2
4520,崂,2,1382,2
4521,崃,2,265,3
4522,罡,2,2092,2.5
4523,罟,2,138,3
4524,峪,2,1217,2.5
4525,觊,2,1129,2
4526,赅,2,1406,2
4527,钰,2,1835,2.5
4528,钲,2,71,3
4529,钴,2,1221,3
4530,钵,2,2729,2.5
4531,钹,2,213,2
4532,钺,2,757,3
4533,钽,2,152,3
4534,钼,2,935,3
4535,钿,2,354,2
4536,铀,2,2432,2.5
4537,铂,2,5512,2
4538,铄,2,419,2
4539,铆,2,1035,2.5
4540,铈,2,64,3
4541,铉,2,1427,3
4542,铊,2,366,3
4543,铋,2,512,3
4544,铌,2,99,3
4545,铍,2,464,3
4546,䥽,2,5,3
4547,铎,2,1122,2.5
4548,氩,2,547,3
4549,氤,2,548,3
4550,氦,2,1742,2.5
4551,毪,2,466,3
4552,舐,2,595,2
4553,秣,2,277,3
4554,秫,2,181,3
4555,盉,2,20,3
4556,笄,2,357,3
4557,笕,2,235,2
4558,笊,2,207,3
4559,笏,2,392,3
4560,笆,2,1374,2.5
4561,俸,2,978,2.5
4562,倩,2,6506,2
4563,俵,2,27,3
4564,偌,2,1238,2.5
4565,俳,2,796,3
4566,俶,2,133,3
4567,倬,2,193,3
4568,倏,2,477,2.5
4569,恁,2,552,2
4570,倭,2,3209,2
4571,倪,2,6544,2
4572,俾,2,1736,3
4573,倜,2,946,2.5
4574,隼,2,1348,2.5
4575,隽,2,1461,2
4576,倌,2,490,3
4577,倥,2,356,3
4578,臬,2,676,3
4579,皋,2,1099,2
4580,郫,2,1149,3
4581,倨,2,359,3
4582,衄,2,551,3
4583,颀,2,357,3
4584,徕,2,1926,3
4585,舫,2,428,2.5
4586,釜,2,4679,2
4587,奚,2,1952,2.5
4588,衾,2,568,3
4589,胯,2,4043,2
4590,胱,2,10219,2
4591,胴,2,296,3
4592,胭,2,1687,2.5
4593,脍,2,1462,2
4594,胼,2,315,3
4595,朕,2,5507,2
4596,脒,2,67,3
4597,胺,2,17402,2
4598,鸱,2,414,3
4599,玺,2,7106,2
4600,鸲,2,120,3
4601,狷,2,837,3
4602,猁,2,308,3
4603,狳,2,128,3
4604,猃,2,44,3
4605,狺,2,200,3
4606,逖,2,239,3
4607,桀,2,2175,2.5
4608,袅,2,1994,2.5
4609,饽,2,1381,2.5
4610,凇,2,688,3
4611,栾,2,641,2.5
4612,挛,2,8869,2
4613,亳,2,622,2
4614,疳,2,939,3
4615,疴,2,127,3
4616,疸,2,5290,2
4617,疽,2,1128,1
4618,痈,2,1417,3
4619,疱,2,14658,2
4620,痂,2,4844,2
4621,痉,2,8285,2
4622,衮,2,758,2
4623,凋,2,3795,2
4624,颃,2,40,3
4625,恣,2,1276,2
4626,旆,2,119,3
4627,旄,2,148,3
4628,旃,2,188,3
4629,阃,2,59,3
4630,阄,2,306,2.5
4631,訚,2,12,3
4632,阆,2,567,2
4633,恙,2,1654,2.5
4634,粑,2,8073,2
4635,朔,2,6818,2
4636,郸,2,2259,2.5
4637,烜,2,59,3
4638,烨,2,3519,2
4639,烩,2,2954,2.5
4640,烊,2,4757,2
4641,剡,2,182,3
4642,郯,2,366,3
4643,烬,2,1996,2.5
4644,涑,2,284,2
4645,浯,2,95,3
4646,涞,2,496,2.5
4647,涟,2,2181,2.5
4648,娑,2,1390,2.5
4649,涅,2,8872,2
4650,涠,2,496,3
4651,浞,2,208,3
4652,涓,2,1572,2.5
4653,浥,2,80,3
4654,涔,2,299,3
4655,浜,2,839,2
4656,浠,2,244,3
4657,浣,2,2623,2.5
4658,浚,2,1453,2.5
4659,悚,2,8504,2
4660,悭,2,212,3
4661,悝,2,99,3
4662,悒,2,78,3
4663,悌,2,396,3
4664,悛,2,70,3
4665,宸,2,1232,2.5
4666,窈,2,1427,2.5
4667,剜,2,345,3
4668,诹,2,323,3
4669,冢,2,4213,2
4670,诼,2,117,3
4671,袒,2,3038,2
4672,袢,2,294,3
4673,祯,2,3759,2
4674,诿,2,1004,2.5
4675,谀,2,1081,2.5
4676,谂,2,143,3
4677,谄,2,1633,2.5
4678,谇,2,126,3
4679,屐,2,569,3
4680,屙,2,147,3
4681,陬,2,78,3
4682,勐,2,375,3
4683,奘,2,1972,2.5
4684,牂,2,21,3
4685,蚩,2,1605,2
4686,陲,2,602,3
4687,姬,2,17811,2
4688,娠,2,17230,2
4689,娌,2,272,2
4690,娉,2,315,3
4691,娲,2,3308,2
4692,娩,2,7724,2
4693,娴,2,3612,2
4694,娣,2,416,3
4695,娓,2,2769,2.5
4696,婀,2,649,2
4697,畚,2,272,3
4698,逡,2,199,3
4699,绠,2,34,3
4700,骊,2,1312,2.5
4701,绡,2,1630,2.5
4702,骋,2,1845,2.5
4703,绥,2,1784,2.5
4704,绦,2,1008,3
4705,绨,2,106,3
4706,骎,2,41,3
4707,邕,2,510,3
4708,鸶,2,270,3
4709,彗,2,2455,2.5
4710,耜,2,121,3
4711,焘,2,608,2
4712,舂,2,419,2
4713,琏,2,1544,2.5
4714,琇,2,88,3
4715,麸,2,1875,2
4716,揶,2,776,2
4717,埴,2,51,3
4718,埯,2,12,3
4719,捯,2,749,3
4720,掳,2,1525,2.5
4721,掴,2,549,3
4722,埸,2,126,3
4723,埵,2,143,3
4724,赧,2,234,3
4725,埤,2,29,3
4726,捭,2,472,3
4727,逵,2,1566,2.5
4728,埝,2,20,3
4729,堋,2,217,3
4730,堍,2,21,3
4731,掬,2,581,2
4732,鸷,2,247,3
4733,掖,2,2007,2.5
4734,捽,2,27,3
4735,掊,2,53,3
4736,堉,2,47,3
4737,掸,2,789,2.5
4738,捩,2,101,3
4739,掮,2,285,3
4740,悫,2,102,3
4741,埭,2,156,3
4742,埽,2,290,3
4743,掇,2,963,2.5
4744,掼,2,206,2
4745,聃,2,219,3
4746,菁,2,2064,2.5
4747,萁,2,224,3
4748,菘,2,304,3
4749,堇,2,751,3
4750,萘,2,707,3
4751,萋,2,527,3
4752,菽,2,389,3
4753,菖,2,1093,3
4754,萜,2,375,3
4755,萸,2,1667,2
4756,萑,2,105,3
4757,棻,2,48,3
4758,菔,2,385,3
4759,菟,2,1076,3
4760,萏,2,158,3
4761,萃,2,5446,2
4762,菏,2,913,2.5
4763,菹,2,114,3
4764,菪,2,286,3
4765,菅,2,816,2
4766,菀,2,699,3
4767,萦,2,2255,2.5
4768,菰,2,304,3
4769,菡,2,819,3
4770,梵,2,9703,2
4771,梿,2,46,3
4772,梏,2,840,3
4773,觋,2,55,3
4774,桴,2,84,3
4775,桷,2,122,3
4776,梓,2,3111,2
4777,棁,2,3,3
4778,桫,2,73,3
4779,棂,2,197,3
4780,啬,2,4013,2
4781,郾,2,150,3
4782,匮,2,7427,2
4783,敕,2,853,2
4784,豉,2,2666,2
4785,鄄,2,264,3
4786,酞,2,718,3
4787,酚,2,6343,2
4788,戛,2,2830,2.5
4789,硎,2,357,3
4790,硭,2,173,3
4791,硒,2,4492,2
4792,硖,2,201,3
4793,硗,2,174,3
4794,硐,2,218,3
4795,硇,2,198,3
4796,硌,2,920,2.5
4797,鸸,2,157,3
4798,瓠,2,336,3
4799,匏,2,179,3
4800,厩,2,334,2
4801,龚,2,3685,2
4802,殒,2,453,2
4803,殓,2,710,2.5
4804,殍,2,249,3
4805,赉,2,98,3
4806,雩,2,192,3
4807,辄,2,8170,2
4808,堑,2,1380,2.5
4809,眭,2,38,3
4810,眦,2,1156,3
4811,啧,2,8669,2
4812,晡,2,93,3
4813,晤,2,1950,2.5
4814,眺,2,2290,2.5
4815,眵,2,44,3
4816,眸,2,3743,2
4817,圊,2,44,3
4818,喏,2,1417,3
4819,喵,2,39638,2
4820,啉,2,1144,3
4821,勖,2,317,2
4822,晞,2,269,3
4823,唵,2,105,3
4824,晗,2,30744,2
4825,冕,2,5333,2
4826,啭,2,170,3
4827,畦,2,374,3
4828,趺,2,360,3
4829,啮,2,925,2
4830,跄,2,833,2.5
4831,蚶,2,219,2
4832,蛄,2,421,3
4833,蛎,2,3058,2
4834,蛆,2,2365,2.5
4835,蚰,2,297,3
4836,蛊,2,4988,2
4837,圉,2,93,3
4838,蚱,2,1040,2.5
4839,蛉,2,440,3
4840,蛏,2,483,2
4841,蚴,2,561,3
4842,啁,2,65,3
4843,啕,2,1627,2.5
4844,唿,2,50,3
4845,啐,2,443,2
4846,唼,2,21,3
4847,唷,2,903,3
4848,啖,2,758,3
4849,啵,2,1620,2
4850,啶,2,2081,3
4851,啷,2,582,2.5
4852,唳,2,551,2
4853,唰,2,1214,2.5
4854,啜,2,697,2.5
4855,帻,2,68,3
4856,崚,2,21,3
4857,崦,2,91,3
4858,帼,2,568,2.5
4859,崮,2,502,3
4860,崤,2,163,3
4861,崆,2,330,3
4862,赇,2,13,3
4863,赈,2,864,2.5
4864,赊,2,817,2.5
4865,铑,2,114,3
4866,铒,2,96,3
4867,铗,2,150,3
4868,铙,2,140,3
4869,铟,2,135,3
4870,铠,2,4851,2
4871,铡,2,584,2.5
4872,铢,2,1685,2.5
4873,铣,2,1161,2
4874,铤,2,668,2.5
4875,铧,2,251,3
4876,铨,2,336,3
4877,铩,2,509,2
4878,铪,2,180,3
4879,铫,2,39,3
4880,铬,2,2969,2.5
4881,铮,2,2385,2.5
4882,铯,2,498,3
4883,铰,2,978,2
4884,铱,2,617,3
4885,铳,2,652,3
4886,铵,2,1846,2
4887,铷,2,164,3
4888,氪,2,4703,2
4889,牾,2,39,3
4890,鸹,2,116,3
4891,秾,2,85,3
4892,逶,2,292,3
4893,笺,2,1356,2
4894,筇,2,99,3
4895,笸,2,101,3
4896,笪,2,121,3
4897,笮,2,176,3
4898,笠,2,2444,2.5
4899,笥,2,491,3
4900,笤,2,252,2
4901,笳,2,399,3
4902,笾,2,234,3
4903,笞,2,909,2
4904,偾,2,274,3
4905,偃,2,1576,2.5
4906,偕,2,2400,2.5
4907,偈,2,972,3
4908,傀,2,2745,2.5
4909,偬,2,346,3
4910,偻,2,2187,2.5
4911,皑,2,957,2
4912,皎,2,3226,2
4913,鸻,2,54,3
4914,徜,2,562,2
4915,舸,2,318,2
4916,舻,2,297,3
4917,舴,2,104,3
4918,舷,2,1635,2.5
4919,龛,2,757,2
4920,翎,2,1084,2.5
4921,脬,2,58,3
4922,脘,2,1602,2.5
4923,脲,2,1485,3
4924,匐,2,990,2.5
4925,猗,2,293,3
4926,猡,2,358,3
4927,猞,2,305,3
4928,猝,2,6040,2
4929,斛,2,1690,2.5
4930,猕,2,3933,2
4931,馗,2,763,2.5
4932,馃,2,76,3
4933,馄,2,3272,2
4934,鸾,2,1439,2
4935,孰,2,8610,2
4936,庹,2,212,3
4937,庾,2,799,3
4938,痔,2,18033,2
4939,痍,2,477,2
4940,疵,2,6476,2
4941,翊,2,713,2.5
4942,旌,2,985,2
4943,旎,2,675,3
4944,袤,2,1132,2.5
4945,阇,2,188,3
4946,阈,2,2687,2
4947,阉,2,5060,2
4948,阊,2,208,3
4949,阋,2,373,3
4950,阍,2,157,3
4951,阏,2,236,3
4952,羟,2,2497,3
4953,粝,2,239,3
4954,粕,2,3301,2
4955,敝,2,2099,2.5
4956,焐,2,310,3
4957,烯,2,9709,2
4958,焓,2,298,3
4959,烽,2,2040,2.5
4960,焖,2,6683,2
4961,烷,2,6001,2
4962,焗,2,768,3
4963,渍,2,33141,2
4964,渚,2,1966,2.5
4965,淇,2,7944,2
4966,淅,2,977,2.5
4967,淞,2,1481,2.5
4968,渎,2,4118,2
4969,涿,2,937,2
4970,淖,2,1055,3
4971,挲,2,326,3
4972,淠,2,127,3
4973,涸,2,1618,2.5
4974,渑,2,203,3
4975,淦,2,334,3
4976,淝,2,349,3
4977,淬,2,1262,2.5
4978,涪,2,640,2
4979,淙,2,432,3
4980,涫,2,225,3
4981,渌,2,493,3
4982,淄,2,1657,2.5
4983,惬,2,3274,2
4984,悻,2,1447,2.5
4985,悱,2,347,3
4986,惝,2,37,3
4987,惘,2,3758,2
4988,悸,2,6772,2
4989,惆,2,2844,2.5
4990,惚,2,6059,2
4991,惇,2,612,3
4992,惮,2,5514,2
4993,窕,2,1331,2.5
4994,谌,2,1493,3
4995,谏,2,3042,2
4996,扈,2,1884,2.5
4997,皲,2,1251,3
4998,谑,2,2225,2.5
4999,裆,2,3873,2
5000,袷,2,168,3
5001,裉,2,247,3
5002,谒,2,862,2
5003,谔,2,2140,2
5004,谕,2,1878,2.5
5005,谖,2,370,3
5006,谗,2,744,2.5
5007,谙,2,2589,2.5
5008,谛,2,5074,2
5009,谝,2,579,3
5010,逯,2,194,3
5011,郿,2,62,3
5012,隈,2,271,3
5013,粜,2,175,3
5014,隍,2,1258,2.5
5015,隗,2,177,3
5016,婧,2,3279,2
5017,婊,2,17980,2
5018,婕,2,1462,2.5
5019,娼,2,5752,2
5020,婢,2,1596,2.5
5021,婵,2,1293,2.5
5022,胬,2,148,3
5023,袈,2,572,2.5
5024,翌,2,1331,2
5025,恿,2,2701,2.5
5026,欸,2,964,2
5027,绫,2,2838,2.5
5028,骐,2,1147,3
5029,绮,2,5575,2
5030,绯,2,4484,2
5031,绱,2,201,3
5032,骒,2,28,3
5033,绲,2,154,3
5034,骓,2,259,3
5035,绶,2,420,3
5036,绺,2,361,3
5037,绻,2,815,3
5038,绾,2,615,2.5
5039,骖,2,105,3
5040,缁,2,254,3
5041,耠,2,42,3
5042,琫,2,7,3
5043,琵,2,3227,2
5044,琶,2,3727,2
5045,琪,2,13388,2
5046,瑛,2,1366,2.5
5047,琦,2,4550,2
5048,琥,2,3838,2
5049,琨,2,545,3
5050,靓,2,8081,2
5051,琰,2,1158,2.5
5052,琮,2,386,3
5053,琯,2,45,3
5054,琬,2,348,3
5055,琛,2,2766,2.5
5056,琚,2,103,3
5057,辇,2,231,2
5058,鼋,2,409,3
5059,揳,2,6,3
5060,堞,2,59,3
5061,搽,2,5005,3
5062,揸,2,150,3
5063,揠,2,180,3
5064,堙,2,71,3
5065,趄,2,142,3
5066,揖,2,1256,2.5
5067,颉,2,1274,2.5
5068,塄,2,11,3
5069,揿,2,135,3
5070,耋,2,262,2
5071,揄,2,844,2
5072,蛩,2,304,3
5073,蛰,2,2143,2.5
5074,塆,2,9,3
5075,摒,2,2369,2.5
5076,揆,2,259,3
5077,掾,2,169,3
5078,聒,2,708,2
5079,葑,2,186,3
5080,葚,2,668,2
5081,靰,2,20,3
5082,靸,2,10,3
5083,葳,2,354,3
5084,葺,2,269,2
5085,葸,2,53,3
5086,萼,2,1115,2
5087,葆,2,1009,2.5
5088,葩,2,57458,2
5089,葶,2,237,3
5090,蒌,2,332,3
5091,萱,2,4822,2
5092,戟,2,4603,2
5093,葭,2,702,3
5094,楮,2,143,3
5095,棼,2,47,3
5096,椟,2,291,3
5097,棹,2,463,3
5098,椤,2,634,3
5099,棰,2,191,3
5100,赍,2,108,3
5101,椋,2,626,3
5102,椁,2,667,3
5103,椪,2,15,3
5104,棣,2,2166,2.5
5105,椐,2,169,3
5106,鹁,2,93,3
5107,覃,2,566,2
5108,酤,2,30,3
5109,酢,2,604,3
5110,酡,2,51,3
5111,鹂,2,458,2.5
5112,厥,2,10080,2
5113,殚,2,558,2
5114,殛,2,133,3
5115,雯,2,10582,2
5116,雱,2,23,3
5117,辊,2,822,3
5118,辋,2,301,3
5119,椠,2,11,3
5120,辍,2,5507,2
5121,辎,2,323,3
5122,斐,2,4321,2
5123,睄,2,7,3
5124,睑,2,6835,2
5125,睇,2,680,3
5126,睃,2,16,3
5127,戢,2,127,3
5128,喋,2,2899,2.5
5129,嗒,2,3269,2
5130,喃,2,4312,2
5131,喱,2,5680,2
5132,喹,2,810,3
5133,晷,2,407,3
5134,喈,2,120,3
5135,跖,2,1845,2
5136,跗,2,210,3
5137,跞,2,44,3
5138,跚,2,856,2.5
5139,跎,2,1437,2.5
5140,跏,2,151,3
5141,跆,2,4287,2
5142,蛱,2,180,3
5143,蛲,2,802,3
5144,蛭,2,985,2
5145,蛳,2,1227,2.5
5146,蛐,2,828,2.5
5147,蛔,2,2760,2.5
5148,蛞,2,386,3
5149,蛴,2,382,3
5150,蛟,2,1710,2.5
5151,蛘,2,251,3
5152,喁,2,79,3
5153,喟,2,368,3
5154,啾,2,1247,2.5
5155,嗖,2,2249,2.5
5156,喑,2,568,3
5157,嗟,2,1729,1
5158,喽,2,7979,2
5159,嗞,2,100,3
5160,喀,2,8404,2
5161,喔,2,9125,2
5162,喙,2,929,2
5163,嵘,2,995,2.5
5164,嵖,2,20,3
5165,崴,2,2686,2.5
5166,遄,2,364,3
5167,詈,2,348,3
5168,嵎,2,5,3
5169,崽,2,4426,2
5170,嵬,2,369,3
5171,嵛,2,192,3
5172,嵯,2,196,3
5173,嵝,2,148,3
5174,嵫,2,65,3
5175,幄,2,1041,2
5176,嵋,2,882,3
5177,赕,2,10,3
5178,铻,2,8,3
5179,铼,2,54,3
5180,铿,2,891,2.5
5181,锃,2,292,2.5
5182,锂,2,5822,2
5183,锆,2,526,3
5184,锇,2,120,3
5185,锉,2,987,2
5186,锏,2,1319,2.5
5187,锑,2,381,3
5188,锒,2,339,2
5189,锔,2,179,3
5190,锕,2,167,3
5191,掣,2,1049,2.5
5192,矬,2,1014,2
5193,氰,2,3334,2
5194,毳,2,286,3
5195,毽,2,463,2
5196,犊,2,3662,2
5197,犄,2,697,2.5
5198,犋,2,18,3
5199,鹄,2,975,2
5200,犍,2,214,3
5201,嵇,2,897,2.5
5202,黍,2,3690,2
5203,稃,2,49,3
5204,稂,2,45,3
5205,筚,2,272,3
5206,筵,2,1136,2.5
5207,筌,2,108,3
5208,傣,2,1240,2.5
5209,傈,2,155,3
5210,舄,2,41,3
5211,牍,2,1041,3
5212,傥,2,986,2.5
5213,傧,2,121,3
5214,遑,2,1310,2
5215,傩,2,698,3
5216,遁,2,4359,2
5217,徨,2,3763,2
5218,媭,2,81,3
5219,畲,2,443,3
5220,弑,2,2014,2.5
5221,颌,2,8343,2
5222,翕,2,173,3
5223,釉,2,6516,2
5224,鹆,2,170,3
5225,舜,2,3684,2
5226,貂,2,5532,2
5227,腈,2,402,3
5228,腌,2,11786,2
5229,腓,2,1876,2
5230,腆,2,3676,2
5231,腴,2,913,2
5232,腑,2,5363,2
5233,腚,2,972,2.5
5234,腱,2,5146,2
5235,鱿,2,4215,2
5236,鲀,2,255,3
5237,鲂,2,270,3
5238,颍,2,1027,2
5239,猢,2,417,2.5
5240,猹,2,584,3
5241,猥,2,16361,2
5242,飓,2,1614,2.5
5243,觞,2,1226,2
5244,觚,2,106,3
5245,猱,2,85,3
5246,颎,2,35,3
5247,飧,2,310,3
5248,馇,2,93,3
5249,馊,2,1148,2.5
5250,亵,2,6655,2
5251,脔,2,105,3
5252,裒,2,30,3
5253,痣,2,9327,2
5254,痨,2,3026,2
5255,痦,2,214,1
5256,痞,2,6201,2
5257,痤,2,7528,2
5258,痫,2,30114,2
5259,痧,2,2942,2.5
5260,赓,2,419,2
5261,竦,2,407,3
5262,瓿,2,156,3
5263,啻,2,414,3
5264,颏,2,671,3
5265,鹇,2,145,3
5266,阑,2,6462,2
5267,阒,2,173,3
5268,阕,2,495,3
5269,粞,2,69,3
5270,遒,2,513,3
5271,孳,2,561,3
5272,焯,2,2916,2.5
5273,焜,2,72,3
5274,焙,2,9927,2
5275,焱,2,546,2.5
5276,鹈,2,466,3
5277,湛,2,5628,2
5278,渫,2,86,3
5279,湮,2,1463,2
5280,湎,2,534,3
5281,湜,2,39,3
5282,渭,2,2674,2.5
5283,湍,2,1355,2.5
5284,湫,2,987,3
5285,溲,2,276,3
5286,湟,2,400,3
5287,溆,2,336,3
5288,湲,2,35,3
5289,湔,2,76,3
5290,湉,2,664,3
5291,渥,2,1814,2.5
5292,湄,2,3482,2
5293,滁,2,479,2
5294,愠,2,510,3
5295,惺,2,4957,2
5296,愦,2,149,3
5297,惴,2,1713,2.5
5298,愀,2,251,3
5299,愎,2,875,3
5300,愔,2,22,3
5301,喾,2,341,3
5302,寐,2,3967,2
5303,谟,2,1196,3
5304,扉,2,3777,2
5305,裢,2,167,3
5306,裎,2,85,3
5307,裥,2,134,3
5308,祾,2,18,3
5309,祺,2,2605,2.5
5310,谠,2,181,3
5311,幂,2,16738,2
5312,谡,2,896,3
5313,谥,2,2128,2
5314,谧,2,1349,2
5315,遐,2,2225,2.5
5316,孱,2,1155,2
5317,弼,2,1078,2.5
5318,巽,2,833,2
5319,骘,2,115,3
5320,媪,2,189,3
5321,媛,2,6486,2
5322,婷,2,12367,2
5323,巯,2,225,3
5324,翚,2,37,3
5325,皴,2,448,3
5326,婺,2,1141,2
5327,骛,2,2215,2.5
5328,缂,2,95,3
5329,缃,2,134,3
5330,缄,2,1272,2.5
5331,彘,2,329,3
5332,缇,2,1236,2.5
5333,缈,2,2893,2.5
5334,缌,2,67,3
5335,缑,2,73,3
5336,缒,2,84,3
5337,缗,2,101,3
5338,飨,2,688,3
5339,耢,2,22,3
5340,瑚,2,4356,2
5341,瑁,2,672,2.5
5342,瑜,2,25054,2
5343,瑗,2,241,3
5344,瑄,2,835,3
5345,瑕,2,11974,2
5346,遨,2,1483,2.5
5347,骜,2,1421,2.5
5348,韫,2,254,3
5349,髡,2,630,3
5350,塬,2,114,3
5351,鄢,2,402,3
5352,趔,2,150,3
5353,趑,2,8,3
5354,摅,2,14,3
5355,摁,2,3182,2
5356,蜇,2,1397,2
5357,搋,2,75,3
5358,搪,2,2167,2.5
5359,搐,2,4492,2
5360,搛,2,46,3
5361,搠,2,35,3
5362,摈,2,569,3
5363,彀,2,170,3
5364,毂,2,2167,2.5
5365,搦,2,108,3
5366,搡,2,1030,2.5
5367,蓁,2,192,3
5368,戡,2,218,3
5369,蓍,2,185,3
5370,鄞,2,539,3
5371,靳,2,1852,2.5
5372,蓐,2,79,3
5373,蓦,2,1565,2.5
5374,鹋,2,123,3
5375,蒽,2,467,3
5376,蓓,2,1263,2.5
5377,蓖,2,770,3
5378,蓊,2,83,3
5379,蒯,2,395,3
5380,蓟,2,1589,2.5
5381,蓑,2,1343,2
5382,蒿,2,3388,2
5383,蒺,2,604,3
5384,蓠,2,63,3
5385,蒟,2,323,3
5386,蒡,2,1085,3
5387,蒹,2,454,3
5388,蒴,2,225,3
5389,蒗,2,80,3
5390,蓥,2,158,3
5391,颐,2,5538,2
5392,楔,2,1514,2
5393,楠,2,6985,2
5394,楂,2,8021,2
5395,楝,2,411,3
5396,楫,2,334,3
5397,楸,2,441,3
5398,椴,2,568,3
5399,槌,2,1806,2.5
5400,楯,2,52,3
5401,皙,2,0,2
5402,榈,2,1747,2.5
5403,槎,2,366,3
5404,榉,2,738,3
5405,楦,2,374,3
5406,楣,2,653,2.5
5407,楹,2,1819,2
5408,椽,2,352,3
5409,裘,2,2654,2.5
5410,剽,2,1467,2.5
5411,甄,2,13776,2
5412,酮,2,16149,2
5413,酰,2,4973,2
5414,酯,2,8436,2
5415,酩,2,527,2
5416,蜃,2,953,2
5417,碛,2,527,3
5418,碓,2,640,3
5419,硼,2,3289,2
5420,碉,2,2100,2.5
5421,碚,2,686,3
5422,碇,2,800,3
5423,碜,2,1060,2.5
5424,鹌,2,2455,2.5
5425,辏,2,428,3
5426,龃,2,327,3
5427,龅,2,1448,2
5428,訾,2,376,3
5429,粲,2,541,3
5430,虞,2,5319,2
5431,睚,2,401,3
5432,嗪,2,2258,3
5433,韪,2,328,3
5434,嗷,2,9663,2
5435,嗉,2,150,3
5436,睨,2,860,3
5437,睢,2,955,2
5438,雎,2,1293,2.5
5439,睥,2,517,3
5440,嘟,2,9182,2
5441,嗑,2,5499,2
5442,嗫,2,217,3
5443,嗬,2,728,3
5444,嗔,2,3329,2
5445,嗝,2,5643,2
5446,戥,2,45,3
5447,嗄,2,186,3
5448,煦,2,1044,2.5
5449,暄,2,2284,2.5
5450,遢,2,3305,2
5451,暌,2,101,3
5452,跬,2,270,3
5453,跶,2,899,3
5454,跸,2,126,3
5455,跐,2,33,3
5456,跣,2,127,3
5457,跹,2,216,3
5458,跻,2,2123,2.5
5459,蛸,2,371,3
5460,蜊,2,1042,3
5461,蜍,2,1555,2.5
5462,蜉,2,606,2
5463,蜣,2,61,3
5464,畹,2,404,3
5465,蛹,2,1640,2
5466,嗣,2,4937,2
5467,嗯,2,73698,2
5468,嗥,2,151,3
5469,嗲,2,2245,2.5
5470,嗳,2,1588,3
5471,嗌,2,253,3
5472,嗍,2,170,3
5473,嗨,2,14640,2
5474,嗐,2,33,3
5475,嗤,2,5084,2
5476,嗵,2,156,3
5477,罨,2,109,3
5478,嵊,2,550,3
5479,嵩,2,8017,2
5480,嵴,2,490,3
5481,骰,2,2534,2.5
5482,锗,2,1064,3
5483,锛,2,149,3
5484,锜,2,70,3
5485,锝,2,238,3
5486,锞,2,64,3
5487,锟,2,663,3
5488,锢,2,2344,2.5
5489,锨,2,194,3
5490,锩,2,105,3
5491,锭,2,2818,2.5
5492,锱,2,419,2.5
5493,雉,2,1003,2
5494,氲,2,653,3
5495,犏,2,10,3
